dataset,model,init,norm,seed,auc,auprc,val_auprc,best_epoch,train_time_s,mad,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,GCN,xavier,graph,0,0.6488949290827714,0.27487776699471894,0.2781197963967541,298,170.1,0.025220053270459175,0.6493727750923151,0.008867148612187663,0.2753376414790179,0.010009314294643688,0.25886524822695034,0.3173913043478261,0.218562874251497,0.08823529411764706,0.6847826086956522,0.04715568862275449,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,graph,1,0.6368593801450053,0.2689906785427759,,-1,68.1,0.023244889453053474,0.636693458453888,0.007421665721928764,0.27049373926766035,0.012002673310500611,0.26773049645390073,0.3282608695652174,0.22604790419161677,0.0742296918767507,0.5760869565217391,0.03967065868263473,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,xavier,graph,2,0.6440028865385319,0.2856264609006238,,-1,68.1,0.024153785780072212,0.6422461921065168,0.009564767573954204,0.28313794113851753,0.012988728042337978,0.2721631205673759,0.33369565217391306,0.22979041916167664,0.09243697478991597,0.717391304347826,0.04940119760479042,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,xavier,graph,3,0.6360296527616864,0.2785492740239548,,-1,68.2,0.020525885745882988,0.6354134106534127,0.008287965843096406,0.279724947449988,0.012506856586442695,0.2631812140008861,0.32247557003257327,0.22230538922155688,0.0896358543417367,0.6956521739130435,0.04790419161676647,0.01483679525222552,0.8333333333333334,0.0074850299401197605
yelp,GCN,xavier,graph,4,0.649742902179348,0.2979768050154073,,-1,68.1,0.017705829814076424,0.6502424814123918,0.008914043290721058,0.3008923481818171,0.014294063728375665,0.28634751773049644,0.35108695652173916,0.24176646706586827,0.09657102869139259,0.7419354838709677,0.051646706586826345,0.011878247958426132,0.7272727272727273,0.005988023952095809
yelp,GCN,xavier,pair,0,0.603045785973877,0.23496418461522442,0.2407779587653938,299,167.6,0.003582942532375455,0.6032490058511081,0.00885708704035905,0.23523327576037245,0.009400464977753903,0.21808510638297873,0.2673913043478261,0.18413173652694612,0.08123249299719888,0.6304347826086957,0.04341317365269461,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,pair,1,0.5999806967023184,0.24182660659273073,,-1,67.1,0.003747236914932728,0.600518125105877,0.007912057565841254,0.2429986817862789,0.010228577356697568,0.23138297872340424,0.28369565217391307,0.19535928143712575,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,xavier,pair,2,0.5920814461962023,0.23516803011123338,,-1,67.1,0.0035671466030180454,0.5900694713292282,0.008983311672011152,0.23284750703816,0.011149186021440239,0.21453900709219859,0.26304347826086955,0.18113772455089822,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,pair,3,0.586297507454541,0.2274322419295602,,-1,67.1,0.002802034839987755,0.585753047236942,0.00812674355872905,0.22834518591051828,0.010931366239235733,0.20833333333333334,0.2554347826086957,0.17589820359281438,0.07977606717984605,0.6129032258064516,0.04266467065868264,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,pair,4,0.6097215256350843,0.26324654411659665,,-1,67.1,0.003801064332947135,0.6110659479681161,0.009501072006666429,0.26611688781634346,0.013620293273377503,0.23670212765957446,0.2902173913043478,0.1998502994011976,0.09243697478991597,0.717391304347826,0.04940119760479042,0.014858841010401188,1.0,0.0074850299401197605
